,day_column_depth,date_R,column,depth,increment,variety,moisture,concNO3N,NO3N_ha,N2O,CO2,mgN2ONm3,mgCO2Cm3,gN2ONha,gCO2Cha,CN,d15Nbulk,d15Nalpha,d15Nbeta,SP,d18O
6062,2015341 C2 7.5,2015341,C2,7.5,15,Probus,0.242095313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6063,2015341 C2 90,2015341,C2,90,30,Probus,0.298325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6064,2015341 C3 120,2015341,C3,120,30,CH Claro,0.293475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6065,2015341 C3 30,2015341,C3,30,30,CH Claro,0.2668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6066,2015341 C3 60,2015341,C3,60,30,CH Claro,0.23285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6067,2015341 C3 7.5,2015341,C3,7.5,15,CH Claro,0.225575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6068,2015341 C3 90,2015341,C3,90,30,CH Claro,0.30075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6069,2015341 C4 120,2015341,C4,120,30,Monte Calme 268,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6070,2015341 C4 30,2015341,C4,30,30,Monte Calme 268,0.244975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6071,2015341 C4 60,2015341,C4,60,30,Monte Calme 268,0.22315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6072,2015341 C4 7.5,2015341,C4,7.5,15,Monte Calme 268,0.230829167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6073,2015341 C4 90,2015341,C4,90,30,Monte Calme 268,0.29105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6074,2015341 C5 120,2015341,C5,120,30,Probus,0.3153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6075,2015341 C5 30,2015341,C5,30,30,Probus,0.2474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6076,2015341 C5 60,2015341,C5,60,30,Probus,0.263516146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6077,2015341 C5 7.5,2015341,C5,7.5,15,Probus,0.192130208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6078,2015341 C5 90,2015341,C5,90,30,Probus,0.308025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6079,2015341 C6 120,2015341,C6,120,30,CH Claro,0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6080,2015341 C6 30,2015341,C6,30,30,CH Claro,0.250986979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6081,2015341 C6 60,2015341,C6,60,30,CH Claro,0.310197396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6082,2015341 C6 7.5,2015341,C6,7.5,15,CH Claro,0.220725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6083,2015341 C6 90,2015341,C6,90,30,CH Claro,0.314289583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6084,2015341 C7 120,2015341,C7,120,30,Monte Calme 268,0.30075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6085,2015341 C7 30,2015341,C7,30,30,Monte Calme 268,0.23285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6086,2015341 C7 60,2015341,C7,60,30,Monte Calme 268,0.278369271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6087,2015341 C7 7.5,2015341,C7,7.5,15,Monte Calme 268,0.211025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6088,2015341 C7 90,2015341,C7,90,30,Monte Calme 268,0.2862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6089,2015341 C8 120,2015341,C8,120,30,CH Claro,0.317472396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6090,2015341 C8 30,2015341,C8,30,30,CH Claro,0.258615625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6091,2015341 C8 60,2015341,C8,60,30,CH Claro,0.266092708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6092,2015341 C8 7.5,2015341,C8,7.5,15,CH Claro,0.1892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6093,2015341 C8 90,2015341,C8,90,30,CH Claro,0.31045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6094,2015341 C9 120,2015341,C9,120,30,Probus,0.325202083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6095,2015341 C9 30,2015341,C9,30,30,Probus,0.252502604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6096,2015341 C9 60,2015341,C9,60,30,Probus,0.240125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6097,2015341 C9 7.5,2015341,C9,7.5,15,Probus,0.190513542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6098,2015341 C9 90,2015341,C9,90,30,Probus,0.225575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6099,2015342 C1 120,2015342,C1,120,30,Zinal,0.31045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6100,2015342 C1 30,2015342,C1,30,30,Zinal,0.313178125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6101,2015342 C1 60,2015342,C1,60,30,Zinal,0.270386979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6102,2015342 C1 7.5,2015342,C1,7.5,15,Zinal,0.211277604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6103,2015342 C1 90,2015342,C1,90,30,Zinal,0.318078646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6104,2015342 C10 120,2015342,C10,120,30,Zinal,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6105,2015342 C10 30,2015342,C10,30,30,Zinal,0.22618125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6106,2015342 C10 60,2015342,C10,60,30,Zinal,0.235275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6107,2015342 C10 7.5,2015342,C10,7.5,15,Zinal,0.191928125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6108,2015342 C10 90,2015342,C10,90,30,Zinal,0.2377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6109,2015342 C11 120,2015342,C11,120,30,Zinal,0.32015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6110,2015342 C11 30,2015342,C11,30,30,Zinal,0.26195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6111,2015342 C11 60,2015342,C11,60,30,Zinal,0.32015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6112,2015342 C11 7.5,2015342,C11,7.5,15,Zinal,0.194959375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6113,2015342 C11 90,2015342,C11,90,30,Zinal,0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6114,2015342 C12 120,2015342,C12,120,30,Monte Calme 268,0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6115,2015342 C12 30,2015342,C12,30,30,Monte Calme 268,0.217289583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6116,2015342 C12 60,2015342,C12,60,30,Monte Calme 268,0.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6117,2015342 C12 7.5,2015342,C12,7.5,15,Monte Calme 268,0.195414063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6118,2015342 C12 90,2015342,C12,90,30,Monte Calme 268,0.293475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6119,2015342 C2 120,2015342,C2,120,30,Probus,0.298325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6120,2015342 C2 30,2015342,C2,30,30,Probus,0.211176563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6121,2015342 C2 60,2015342,C2,60,30,Probus,0.2862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6122,2015342 C2 7.5,2015342,C2,7.5,15,Probus,0.241084896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6123,2015342 C2 90,2015342,C2,90,30,Probus,0.297971354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6124,2015342 C3 120,2015342,C3,120,30,CH Claro,0.293475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6125,2015342 C3 30,2015342,C3,30,30,CH Claro,0.265840104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6126,2015342 C3 60,2015342,C3,60,30,CH Claro,0.233102604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6127,2015342 C3 7.5,2015342,C3,7.5,15,CH Claro,0.224463542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6128,2015342 C3 90,2015342,C3,90,30,CH Claro,0.30075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6129,2015342 C4 120,2015342,C4,120,30,Monte Calme 268,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6130,2015342 C4 30,2015342,C4,30,30,Monte Calme 268,0.245025521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6131,2015342 C4 60,2015342,C4,60,30,Monte Calme 268,0.22315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6132,2015342 C4 7.5,2015342,C4,7.5,15,Monte Calme 268,0.230829167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6133,2015342 C4 90,2015342,C4,90,30,Monte Calme 268,0.29105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6134,2015342 C5 120,2015342,C5,120,30,Probus,0.3153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6135,2015342 C5 30,2015342,C5,30,30,Probus,0.2474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6136,2015342 C5 60,2015342,C5,60,30,Probus,0.262202604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6137,2015342 C5 7.5,2015342,C5,7.5,15,Probus,0.192130208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6138,2015342 C5 90,2015342,C5,90,30,Probus,0.308025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6139,2015342 C6 120,2015342,C6,120,30,CH Claro,0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6140,2015342 C6 30,2015342,C6,30,30,CH Claro,0.249825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6141,2015342 C6 60,2015342,C6,60,30,CH Claro,0.308126042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6142,2015342 C6 7.5,2015342,C6,7.5,15,CH Claro,0.219461979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6143,2015342 C6 90,2015342,C6,90,30,CH Claro,0.315249479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6144,2015342 C7 120,2015342,C7,120,30,Monte Calme 268,0.298375521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6145,2015342 C7 30,2015342,C7,30,30,Monte Calme 268,0.23345625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6146,2015342 C7 60,2015342,C7,60,30,Monte Calme 268,0.2765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6147,2015342 C7 7.5,2015342,C7,7.5,15,Monte Calme 268,0.211126042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6148,2015342 C7 90,2015342,C7,90,30,Monte Calme 268,0.2849875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6149,2015342 C8 120,2015342,C8,120,30,CH Claro,0.3153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6150,2015342 C8 30,2015342,C8,30,30,CH Claro,0.257504167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6151,2015342 C8 60,2015342,C8,60,30,CH Claro,0.265031771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6152,2015342 C8 7.5,2015342,C8,7.5,15,CH Claro,0.189402083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6153,2015342 C8 90,2015342,C8,90,30,CH Claro,0.31045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6154,2015342 C9 120,2015342,C9,120,30,Probus,0.325252604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155,2015342 C9 30,2015342,C9,30,30,Probus,0.250128125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6156,2015342 C9 60,2015342,C9,60,30,Probus,0.240125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6157,2015342 C9 7.5,2015342,C9,7.5,15,Probus,0.190159896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6158,2015342 C9 90,2015342,C9,90,30,Probus,0.225575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6159,2015343 C1 120,2015343,C1,120,30,Zinal,0.310803646,43,40.09367031,3.549944602,31274.11055,4.137120155,15620.13346,0.657429008,2482.192554,0.061909836,8.32,15.25,1.39,13.86,51.2
6160,2015343 C1 30,2015343,C1,30,30,Zinal,0.318583854,NA,NA,0.511045576,4283.732494,0.595574633,2139.548403,0.080741572,290.0568487,NA,0.12,11.11,-10.87,21.98,41.95
6161,2015343 C1 60,2015343,C1,60,30,Zinal,0.272508854,19,15.53300469,2.591714439,25438.05367,3.020394751,12705.2628,0.826966541,3478.627165,0.223950693,3.56,8.55,-1.43,9.98,49.66
6162,2015343 C1 7.5,2015343,C1,7.5,15,Zinal,0.213753125,132,42.32311875,0.4639817,538.7122955,0.540726197,269.064661,0.121679989,60.54780629,0.001430608,4.03,16.03,-7.97,24.01,40.35
6163,2015343 C1 90,2015343,C1,90,30,Zinal,0.32015,20,19.209,3.285892415,32174.23151,3.829392642,16069.70691,0.501155505,2103.054671,0.109482777,5.64,10.56,0.72,9.83,52.69
6164,2015343 C10 120,2015343,C10,120,30,Zinal,0.325,38,37.05,0.739676102,18909.14943,0.862021596,9444.343343,0.100271003,1098.573145,0.029651097,5.87,13.12,-1.39,14.51,44.48
6165,2015343 C10 30,2015343,C10,30,30,Zinal,0.226383333,24,16.2996,0.390170149,3466.521233,0.454705909,1731.384949,0.187416478,713.6262413,0.043781825,0.59,12.87,-11.7,24.57,38.72
6166,2015343 C10 60,2015343,C10,60,30,Zinal,0.235275,12,8.4699,0.676146133,19552.52364,0.787983506,9765.682331,0.303764296,3764.62908,0.444471491,3.75,10.2,-2.69,12.89,44.7
6167,2015343 C10 7.5,2015343,C10,7.5,15,Zinal,0.196576042,NA,NA,0.191342246,714.2223121,0.222991047,356.7247043,0.055925333,89.46524125,NA,3.54,15.21,-8.13,23.35,39.28
6168,2015343 C10 90,2015343,C10,90,30,Zinal,0.2377,20,14.262,0.726187589,21250.77031,0.846302027,10613.88678,0.320088991,4014.392268,0.281474707,3.05,9.68,-3.58,13.26,44.54
6169,2015343 C11 120,2015343,C11,120,30,Zinal,0.32015,15,14.40675,12.86593674,25120.98268,14.99401601,12546.89887,1.962278192,1642.022124,0.113975888,3.43,2.11,4.75,-2.65,57.01
6170,2015343 C11 30,2015343,C11,30,30,Zinal,0.264273958,4,3.1712875,2.482419438,9217.971639,2.893021904,4603.998155,0.863563797,1374.288291,0.433353422,-8.75,-4.3,-13.2,8.9,38.71
6171,2015343 C11 60,2015343,C11,60,30,Zinal,0.320554167,16,15.3866,6.201928701,19681.92081,7.227753418,9830.310902,0.937137894,1274.580955,0.082837076,2.3,3.31,1.3,2.01,51.01
6172,2015343 C11 7.5,2015343,C11,7.5,15,Zinal,0.197232813,34,10.05887344,0.112369174,576.7585463,0.130955501,288.0672003,0.032714145,71.96240108,0.007154121,3.99,15.69,-7.71,23.4,39.88
6173,2015343 C11 90,2015343,C11,90,30,Zinal,0.322575,28,27.0963,10.9004828,25755.59473,12.70346784,12863.86152,1.570094696,1589.918673,0.058676597,-3.67,-5.57,-1.78,-3.78,48.21
6174,2015343 C12 120,2015343,C12,120,30,Monte Calme 268,0.322575,2,1.93545,9.493990548,36779.88456,11.06433594,18370.0414,1.367504951,2270.459131,1.17309108,-0.13,-1.78,1.53,-3.31,53.06
6175,2015343 C12 30,2015343,C12,30,30,Monte Calme 268,0.219411458,NA,NA,1.849642611,12496.70248,2.155581167,6241.589518,0.933552844,2703.147408,NA,-7.84,-2.48,-13.2,10.72,40.11
6176,2015343 C12 60,2015343,C12,60,30,Monte Calme 268,0.230425,4,2.7651,3.816858956,22145.80073,4.44818325,11060.9177,1.779476825,4424.873171,1.600257919,-2.28,-3.17,-1.39,-1.79,48.85
6177,2015343 C12 7.5,2015343,C12,7.5,15,Monte Calme 268,0.198495833,NA,NA,0.201047713,626.2278804,0.234301838,312.7751005,0.058087322,77.54214804,NA,3.91,15.29,-7.47,22.76,40.31
6178,2015343 C12 90,2015343,C12,90,30,Monte Calme 268,0.295849479,0,0,8.147132063,34568.98414,9.49470148,17265.78747,1.934757322,3518.289521,Inf,6.61,7.83,5.39,2.44,57.01
6179,2015343 C2 120,2015343,C2,120,30,Probus,0.298325,41,36.693975,3.572974611,40508.23919,4.163959423,20232.20138,0.817575756,3972.506849,0.108260466,5.44,7.76,3.12,4.64,51.35
6180,2015343 C2 30,2015343,C2,30,30,Probus,0.212035417,NA,NA,0.461164412,5034.963339,0.537442918,2514.757349,0.244651812,1144.754021,NA,-0.43,9.57,-10.42,19.99,38.9
6181,2015343 C2 60,2015343,C2,60,30,Probus,0.288473438,5,4.327101563,1.348671075,16263.61455,1.571746862,8123.00735,0.355058311,1834.990953,0.424069305,6.67,14.86,-1.51,16.37,45.64
6182,2015343 C2 7.5,2015343,C2,7.5,15,Probus,0.250481771,151,56.73412109,0.125265118,675.3595434,0.145984488,337.3143478,0.024808271,57.32243157,0.00101037,4.09,15.56,-7.39,22.96,40.1
6183,2015343 C2 90,2015343,C2,90,30,Probus,0.297163021,14,12.48084688,3.02386443,35747.64274,3.524024142,17854.47902,0.704211708,3567.890756,0.285869284,6.29,9.57,3,6.57,51.64
6184,2015343 C3 120,2015343,C3,120,30,CH Claro,0.294839063,42,37.14972188,1.397682272,22617.19647,1.628864714,11296.36051,0.336855033,2336.12765,0.062884122,5.99,11.84,0.15,11.69,46.47
6185,2015343 C3 30,2015343,C3,30,30,CH Claro,0.269073438,0,0,0.353948837,6373.703188,0.412493442,3183.402908,0.117189569,904.4061738,Inf,0.92,11.64,-9.8,21.43,39.31
6186,2015343 C3 60,2015343,C3,60,30,CH Claro,0.233557292,8,5.605375,0.841169301,12584.96687,0.98030219,6285.673955,0.382953952,2455.491489,0.438060163,4.39,11.22,-2.43,13.65,43.9
6187,2015343 C3 7.5,2015343,C3,7.5,15,CH Claro,0.239114583,NA,NA,0.114209804,667.0702919,0.133100579,333.1742072,0.024888278,62.29974603,NA,4.39,15.86,-7.09,22.95,40.47
6188,2015343 C3 90,2015343,C3,90,30,CH Claro,0.30135625,40,36.16275,0.839198859,15381.27029,0.978005829,7682.31264,0.183133552,1438.528443,0.039779288,4.7,10.38,-0.97,11.36,45.15
6189,2015343 C4 120,2015343,C4,120,30,Monte Calme 268,0.325,2,1.95,5.943910261,27020.00912,6.927057659,13495.38456,0.805760575,1569.793317,0.805022214,9.59,13.4,5.78,7.62,55.68
6190,2015343 C4 30,2015343,C4,30,30,Monte Calme 268,0.245783333,NA,NA,1.088242921,5256.446721,1.268242811,2625.3792,0.448920865,929.3074567,NA,-1.92,7.4,-11.23,18.64,39.51
6191,2015343 C4 60,2015343,C4,60,30,Monte Calme 268,0.22315,1,0.66945,3.696888277,21546.0684,4.308368923,10761.37604,1.817574849,4539.909833,6.781551771,6.74,10.39,3.1,7.28,51.56
6192,2015343 C4 7.5,2015343,C4,7.5,15,Monte Calme 268,0.236032813,NA,NA,0.109197645,526.3323592,0.127259388,262.8813914,0.024384319,50.37100799,NA,4.51,15.51,-6.49,22,40.55
6193,2015343 C4 90,2015343,C4,90,30,Monte Calme 268,0.29105,3,2.61945,5.957074077,30054.92717,6.942398824,15011.20145,1.514628391,3275.00515,1.250264426,5.77,9.51,2.03,7.47,51.13
6194,2015343 C5 120,2015343,C5,120,30,Probus,0.3153,17,16.0803,1.542232217,34423.88606,1.797323819,17193.31694,0.261368186,2500.265125,0.155486224,5.05,8.9,1.19,7.71,46.8
6195,2015343 C5 30,2015343,C5,30,30,Probus,0.2474,0,0,0.542810855,6094.289971,0.632594021,3043.847484,0.220851702,1062.670331,Inf,-2.51,8.1,-13.13,21.22,37.91
6196,2015343 C5 60,2015343,C5,60,30,Probus,0.26195,0,0,1.809185759,27553.35299,2.108432584,13761.76791,0.644064493,4203.817631,Inf,4.76,9.33,0.18,9.14,45.6
6197,2015343 C5 7.5,2015343,C5,7.5,15,Probus,0.19405,NA,NA,0.127217605,606.6566711,0.148259924,303.0000855,0.037744809,77.1393911,NA,4.46,15.77,-6.84,22.6,40.19
6198,2015343 C5 90,2015343,C5,90,30,Probus,0.307923958,4,3.6950875,1.094265541,28537.38885,1.275261598,14253.2534,0.213668652,2388.11664,0.646295017,4.42,8.94,-0.1,9.04,45.51
6199,2015343 C6 120,2015343,C6,120,30,CH Claro,0.322575,0,0,0.396690175,23230.28444,0.462304374,11602.57277,0.057138858,1434.028738,Inf,5.14,13.91,-3.62,17.52,43.27
6200,2015343 C6 30,2015343,C6,30,30,CH Claro,0.25225,0,0,0.417937973,19112.77954,0.487066646,9546.048218,0.162958255,3193.828557,Inf,2.11,12.57,-8.36,20.93,38.93
6201,2015343 C6 60,2015343,C6,60,30,CH Claro,0.31045,0,0,0.395559377,23691.14166,0.460986538,11832.75202,0.073744364,1892.89427,Inf,5.66,12.87,-1.56,14.43,43.89
6202,2015343 C6 7.5,2015343,C6,7.5,15,CH Claro,0.228858854,NA,NA,0.230357405,678.4918541,0.268459475,338.8788083,0.054328707,68.57961477,NA,3.605,8.295,-1.085,9.38,42.185
6203,2015343 C6 90,2015343,C6,90,30,CH Claro,0.3153,0,0,0.440075235,25296.5861,0.512865503,12634.60556,0.074581289,1837.333876,Inf,5.8,12.33,-0.74,13.08,44.16
6204,2015343 C7 120,2015343,C7,120,30,Monte Calme 268,0.298325,0,0,1.609607611,39608.10675,1.875843383,19782.6222,0.368313885,3884.233886,Inf,0.92,4.96,-3.12,8.08,47.19
6205,2015343 C7 30,2015343,C7,30,30,Monte Calme 268,0.235224479,1,0.705673438,0.294401307,4553.436162,0.343096504,2274.254306,0.132314246,877.0600716,1.242869612,1.02,5.235,-3.185,8.42,41.225
6206,2015343 C7 60,2015343,C7,60,30,Monte Calme 268,0.278925,NA,NA,1.258999875,34073.3496,1.467243674,17018.23838,0.373480648,4331.920331,NA,4.73,10.5,-1.04,11.54,46.61
6207,2015343 C7 7.5,2015343,C7,7.5,15,Monte Calme 268,0.211530208,NA,NA,0.097224884,587.6555016,0.113306283,293.5097819,0.025875197,67.02738037,NA,4.68,15.97,-6.62,22.59,40.21
6208,2015343 C7 90,2015343,C7,90,30,Monte Calme 268,0.286098958,0,0,1.831058475,41253.64146,2.133923137,20604.49919,0.497255049,4801.340341,Inf,6.17,11.95,0.4,11.55,45.62
6209,2015343 C8 120,2015343,C8,120,30,CH Claro,0.317674479,21,20.01349219,1.378142999,15900.6924,1.606093564,7941.742645,0.222118431,1098.321702,0.054879063,4.81,9.75,-0.12,9.87,43.64
6210,2015343 C8 30,2015343,C8,30,30,CH Claro,0.260585938,12,9.38109375,0.669366979,2366.257737,0.780083052,1181.848533,0.241484805,365.856509,0.038999345,3.24,8.72,-2.235,10.955,43.635
6211,2015343 C8 60,2015343,C8,60,30,CH Claro,0.2680125,26,20.904975,1.289657748,13418.49326,1.502972486,6701.986145,0.431778827,1925.368393,0.092100966,4.72,9.2,0.25,8.95,43.23
6212,2015343 C8 7.5,2015343,C8,7.5,15,CH Claro,0.190159896,121,34.51402109,0.120879765,823.0091071,0.140873779,411.0592394,0.036686425,107.0482665,0.003101588,3.035,7.205,-1.13,8.335,41.585
6213,2015343 C8 90,2015343,C8,90,30,CH Claro,0.312875,21,19.711125,0.887131955,12987.64153,1.033867258,6486.793405,0.157867141,990.5058147,0.050251105,3.1,7.68,-1.48,9.16,41.33
6214,2015343 C9 120,2015343,C9,120,30,Probus,0.326616667,43,42.13355,14.18004755,41698.58992,16.5254862,20826.73267,1.842108419,2321.571609,0.055100309,-2.68,-4.23,-1.12,-3.11,51.78
6215,2015343 C9 30,2015343,C9,30,30,Probus,0.277914583,NA,NA,2.317267733,11966.26146,2.700553422,5976.656019,0.695600462,1539.449156,NA,-8.55,-5.22,-11.88,6.66,40.47
6216,2015343 C9 60,2015343,C9,60,30,Probus,0.240125,2,1.44075,6.695344263,27988.88405,7.80278196,13979.29779,2.894408843,5185.561168,3.599209556,-0.24,-0.58,0.1,-0.68,52.06
6217,2015343 C9 7.5,2015343,C9,7.5,15,Probus,0.191372396,149,42.77173047,0.421227646,549.7911625,0.490900445,274.5981,0.126947731,71.01155843,0.001660245,5.16,15.76,-5.44,21.2,40.91
6218,2015343 C9 90,2015343,C9,90,30,Probus,0.225575,1,0.676725,9.915515348,34416.65396,11.55558269,17189.7048,4.790895527,7126.778635,10.53127731,-5.8,-6.98,-4.61,-2.37,47.36
6219,2015344 C1 120,2015344,C1,120,30,Zinal,0.310955208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
